Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width (px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Cluster ID,Screen to Body Ratio
Spice Mi-350n,1/1/2012,2012,2575,0.124973296,0.008388246,0.32469206,0.129496403,0.089430894,0.222222222,0.148703956,0.274590164,0.042655548,0.009870886,0.01637931,0.308177688,6,5.124661379
T-Mobile Nokia Lumia 710  (Nokia Sabre),1/1/2012,2012,2576,0.249977111,0.008388246,0.699863138,0.143884892,0.154471545,0.380952381,0.152523874,0.286885246,0.040923669,0.010406184,0.014116379,0.524230187,2,4.893607017
Yarvik GoTab Slimline TAB450,1/1/2012,2012,2577,0.249977111,0.125838031,0.499771896,0.597122302,0.375609756,0.281746032,0.710777626,0.495901639,0.031430404,0.097466972,0.09375,0.18753155,4,8.537224336
Yarvik GoTab Xerios TAB420,1/1/2012,2012,2578,0.249977111,0.062079576,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.12887931,0.18753155,4,9.12272497
Yarvik GoTab Xerios TAB460,1/1/2012,2012,2579,0.249977111,0.062079576,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.134051724,0.18753155,4,9.12272497
Alcatel One Touch OT-908F,2/1/2012,2012.083333,2580,0.249977111,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.13888131,0.259836066,0.040731238,0.007751108,0.012931034,0.249116608,6,3.630331532
BN NOOK Tablet 8GB,2/1/2012,2012.083333,2581,0.249977111,0.125838031,0.499771896,0.381294964,0.375609756,0.281746032,0.328785812,0.643442623,0.039127646,0.058904139,0.073275862,0.315497224,3,5.025516385
Fujitsu Stylistic M350/CA2,2/1/2012,2012.083333,2582,0.249977111,0.125838031,0.499771896,0.381294964,0.203252033,0.492063492,0.309686221,0.618852459,0.050673509,0.062501338,0.077586207,0.315497224,2,5.242711437
HTC Radar NA (HTC Omega),2/1/2012,2012.083333,2583,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,2,5.189042717
Huawei Honor U8860-51 (Huawei U8860),2/1/2012,2012.083333,2584,0.249977111,0.062079576,0.699863138,0.165467626,0.154471545,0.407738095,0.150068213,0.307377049,0.030788967,0.010898657,0.017241379,0.713780919,2,2.680030668
Lenovo LePhone S2-38AH0,2/1/2012,2012.083333,2585,0.249977111,0.031878203,0.499771896,0.151079137,0.154471545,0.380952381,0.145975443,0.299180328,0.030788967,0.007644049,0.014008621,0.510853104,2,5.163144428
LG E400 Optimus L3,2/1/2012,2012.083333,2586,0.187475204,0.016777517,0.399726275,0.107913669,0.056910569,0.142857143,0.150341064,0.213934426,0.035920462,0.006166627,0.010560345,0.204442201,6,6.047773208
LG F100S Optimus Vu,2/1/2012,2012.083333,2587,0.499984741,0.499999488,0.749885948,0.237410072,0.271544715,0.492063492,0.228922237,0.371311475,0.015394484,0.007001692,0.023275862,0.694093892,5,3.26286948
Motorola Defy Mini XT320,2/1/2012,2012.083333,2588,0.249977111,0.008388246,0.299680654,0.107913669,0.089430894,0.222222222,0.141882674,0.245901639,0.041372675,0.007686872,0.01012931,0.344522968,6,4.798968617
Motorola MOTOSMART PLUS XT615,2/1/2012,2012.083333,2589,0.249977111,0.016777517,0.399726275,0.165467626,0.154471545,0.407738095,0.1473397,0.281557377,0.024053881,0.00822217,0.013706897,0.30338213,2,16.49540928
NEC Medias LTE N-04D,2/1/2012,2012.083333,2590,0.499984741,0.250005786,0.599817517,0.18705036,0.25203252,0.619047619,0.165075034,0.336065574,0.033354715,0.011797957,0.019181034,0.751640586,5,4.977998629
RIM BlackBerry Porsche Design P'9981 ,2/1/2012,2012.083333,2591,0.374980926,0.125838031,0.599817517,0.079136691,0.219512195,0.222222222,0.165075034,0.270491803,0.033354715,0.009207117,0.020474138,0.612317012,2,2.913788218
Samsung GT-i9250 Galaxy Nexus 32GB / Prime (Samsung Yakju),2/1/2012,2012.083333,2592,0.499984741,0.499999488,0.599817517,0.208633094,0.25203252,0.619047619,0.167639836,0.354508197,0.018216806,0.008179346,0.016163793,0.68525997,5,5.590702786
Samsung GT-P6201 Galaxy Tab 7.0 Plus N 16GB,2/1/2012,2012.083333,2593,0.499984741,0.249999232,0.599817517,0.381294964,0.375609756,0.281746032,0.51159618,0.299180328,0.024759461,0.041025202,0.061422414,0.315749621,4,6.935035195
Samsung GT-S6108 Galaxy Y Pop,2/1/2012,2012.083333,2594,0.187475204,0.062079576,0.311686129,0.100719424,0.056910569,0.142857143,0.145975443,0.249180328,0.037716485,0.007451341,0.010517241,0.209237759,6,5.105299363
Samsung SCH-i579 Galaxy Ace Duos,2/1/2012,2012.083333,2595,0.187475204,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.145702592,0.259836066,0.034637588,0.007130163,0.010775862,0.307168097,6,5.563603013
Samsung SCH-R920 Galaxy Attain 4G,2/1/2012,2012.083333,2596,0.249977111,0.04764741,0.499771896,0.129496403,0.089430894,0.222222222,0.1473397,0.27704918,0.035920462,0.00822217,0.012931034,0.30338213,6,5.289546209
Samsung SGH-i717 Galaxy Note LTE,2/1/2012,2012.083333,2597,0.499984741,0.249999232,0.749885948,0.258992806,0.284552846,0.619047619,0.208594816,0.40102459,0.022771007,0.015716335,0.026293103,0.60676426,5,5.719690023
Sony Ericsson Xperia active ST17 Billabong Edition,2/1/2012,2012.083333,2598,0.249977111,0.016777517,0.499771896,0.09352518,0.089430894,0.222222222,0.132332879,0.176229508,0.066709429,0.008436289,0.010948276,0.374558304,6,6.074210085
Sony Xperia NX SO-02D (Sony Nozomi),2/1/2012,2012.083333,2599,0.499984741,0.499999488,0.755888685,0.18705036,0.25203252,0.619047619,0.156889495,0.323770492,0.028864657,0.009142882,0.018103448,0.751640586,5,5.436621073
Telstra HTC Velocity 4G (HTC Holiday),2/1/2012,2012.083333,2600,0.499984741,0.250005786,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,5,5.96093061
Toshiba Excite 10 LE AT205 16GB,2/1/2012,2012.083333,2601,0.499984741,0.499999488,0.599817517,0.604316547,0.479674797,0.380952381,0.683492497,0.520491803,0.010262989,0.065135002,0.10237069,0.265270066,4,7.299505766
Toshiba Excite X10 AT200 16GB,2/1/2012,2012.083333,2602,0.499984741,0.249999232,0.599817517,0.604316547,0.479674797,0.380952381,0.683492497,0.520491803,0.010262989,0.065135002,0.10237069,0.265270066,4,7.299505766
Verizon Samsung SCH-i815 Galaxy Tab 7.7 LTE,2/1/2012,2012.083333,2603,0.499984741,0.250005786,0.699863138,0.431654676,0.479674797,0.380952381,0.519781719,0.344262295,0.011545863,0.034879986,0.060387931,0.384654215,4,6.901859919
Yarvik GoTab Exxa TAB465EUK / GoTab Zetta TAB467EUK,2/1/2012,2012.083333,2604,0.249977111,0.125838031,0.599817517,0.575539568,0.375609756,0.365079365,0.648021828,0.581967213,0.025016036,0.090336809,0.128232759,0.22160525,4,7.40416192
Yarvik GoTab Gravity TAB364,2/1/2012,2012.083333,2605,0.249977111,0.062079576,0.599817517,0.45323741,0.284552846,0.281746032,0.555252387,0.430327869,0.04425914,0.080572982,0.095258621,0.203685008,4,8.087470434
Yarvik GoTab Velocity TAB224,2/1/2012,2012.083333,2606,0.249977111,0.062079576,0.599817517,0.381294964,0.284552846,0.222222222,0.503410641,0.299180328,0.04425914,0.055413999,0.065732759,0.22387683,2,8.376772028
Yarvik GoTab Xerios TAB424,2/1/2012,2012.083333,2607,0.249977111,0.062079576,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.12887931,0.18753155,4,9.12272497
Yarvik GoTab Xerios TAB464,2/1/2012,2012.083333,2608,0.249977111,0.125838031,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.134051724,0.18753155,4,9.12272497
ZTE Blade II,2/1/2012,2012.083333,2609,0.249977111,0.016793902,0.499771896,0.129496403,0.154471545,0.380952381,0.140245566,0.270901639,0.030788967,0.006102392,0.01237069,0.560070671,2,4.937791515
ZTE Light Tab 2 (ZTE V9A),2/1/2012,2012.083333,2610,0.499984741,0.062079576,0.499771896,0.381294964,0.203252033,0.492063492,0.533424284,0.299180328,0.041693393,0.057041304,0.073706897,0.315497224,2,6.295919131
ZTE T72,2/1/2012,2012.083333,2611,0.249977111,0.249999232,0.399726275,0.381294964,0.203252033,0.492063492,0.315143247,0.618852459,0.047466325,0.010620303,0.072198276,0.535840485,2,1.786034607
ZTE Tania (ZTE Spirit),2/1/2012,2012.083333,2612,0.249977111,0.062079576,0.499771896,0.18705036,0.154471545,0.380952381,0.167257844,0.326229508,0.029506094,0.010534655,0.021163793,0.436648157,2,5.656479068
Alcatel One Touch OT-995,3/1/2012,2012.166667,2613,0.249977111,0.031878203,0.699863138,0.18705036,0.154471545,0.380952381,0.167803547,0.319672131,0.023412444,0.008586172,0.013793103,0.436648157,2,5.753737004
Alcatel Venture,3/1/2012,2012.166667,2614,0.249977111,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.141609823,0.286885246,0.04041052,0.00901441,0.013362069,0.249116608,6,3.224689702
Apple  iPad 3 4G LTE 16GB / New iPad / iPad 3rd generation,3/1/2012,2012.166667,2615,0.499984741,0.249999232,0.499771896,0.575539568,0.583739837,1,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522,4,4.933510085
Apple  iPad 3 4G LTE 32GB / New iPad / iPad 3rd generation,3/1/2012,2012.166667,2616,0.499984741,0.499999488,0.499771896,0.575539568,0.583739837,1,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522,4,4.933510085
Apple  iPad 3 4G LTE 64GB / New iPad / iPad 3rd generation,3/1/2012,2012.166667,2617,0.499984741,1,0.499771896,0.575539568,0.583739837,1,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522,4,4.933510085
Apple  iPad 3 WiFi 16GB / New iPad / iPad 3rd generation,3/1/2012,2012.166667,2618,0.499984741,0.249999232,0.499771896,0.575539568,0.583739837,1,0.488949523,0.787704918,0.021167415,0.080701454,0.127586207,0.554265522,4,4.933510085
Apple iPad 3 CDMA 64GB / New iPad / iPad 3rd generation,3/1/2012,2012.166667,2619,0.499984741,1,0.499771896,0.575539568,0.583739837,1,0.488949523,0.787704918,0.021167415,0.080701454,0.129741379,0.554265522,4,4.933510085
Apple iPhone 4S CT 64GB,3/1/2012,2012.166667,2620,0.249977111,1,0.399726275,0.129496403,0.219512195,0.46031746,0.142155525,0.271311475,0.020525978,0.004004025,0.017241379,0.710752145,5,5.186182991
Asus Eee Pad MeMO 171 ME370T 16GB,3/1/2012,2012.166667,2621,0.499984741,0.249999232,0.599817517,0.388489209,0.479674797,0.380952381,0.304229195,0.620901639,0.043296985,0.05564953,0.073275862,0.425542655,4,5.342046948
Gigabyte GSmart G1355,3/1/2012,2012.166667,2622,0.249977111,0.016777517,0.399726275,0.18705036,0.154471545,0.380952381,0.17271487,0.331147541,0.034637588,0.012868552,0.023275862,0.436648157,2,5.396406482
Huawei Ascend G300 (Huawei U8815),3/1/2012,2012.166667,2623,0.249977111,0.060624562,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.301229508,0.02822322,0.007900991,0.017241379,0.474255427,2,5.634074475
Huawei Ascend G300 NFC (Huawei U8815N),3/1/2012,2012.166667,2624,0.249977111,0.008388246,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.301229508,0.02822322,0.00901441,0.017241379,0.480060575,2,5.498637887
Lenovo LePhone S2-38AT0 16GB,3/1/2012,2012.166667,2625,0.499984741,0.249999232,0.499771896,0.151079137,0.154471545,0.380952381,0.145975443,0.299180328,0.030788967,0.010213477,0.017025862,0.436648157,2,7.067130059
LG F100L Optimus Vu / Optimus Sketch,3/1/2012,2012.166667,2626,0.499984741,0.499999488,0.749885948,0.237410072,0.271544715,0.492063492,0.228922237,0.371311475,0.015394484,0.013532321,0.023275862,0.5340737,5,5.511042534
LG VS840 Lucid 4G (LG Cayman),3/1/2012,2012.166667,2627,0.499984741,0.125838031,0.599817517,0.165467626,0.154471545,0.380952381,0.151978172,0.27704918,0.033996151,0.008264994,0.016594828,0.474255427,2,6.213788664
Motorola RAZR IS12M XT909,3/1/2012,2012.166667,2628,0.499984741,0.125838031,0.599817517,0.18705036,0.178861789,0.46031746,0.170259209,0.334836066,0.006414368,0.004239556,0.014439655,0.535840485,2,5.029920602
Motorola RAZR MAXX XT910 (Motorola Spyder Max),3/1/2012,2012.166667,2629,0.499984741,0.249999232,0.599817517,0.18705036,0.178861789,0.46031746,0.170259209,0.334836066,0.018537524,0.007900991,0.018318966,0.535840485,2,5.029920602
NEC Medias ES N-05D,3/1/2012,2012.166667,2630,0.499984741,0.062079576,0.749885948,0.18705036,0.25203252,0.619047619,0.165075034,0.331967213,0.003848621,0.003061902,0.010775862,0.751640586,5,5.039455408
NTT DoCoMo Samsung SC-05D Galaxy Note LTE,3/1/2012,2012.166667,2631,0.499984741,0.249999232,0.749885948,0.258992806,0.284552846,0.619047619,0.208594816,0.40102459,0.022771007,0.015716335,0.025431034,0.60676426,5,5.719690023
Panasonic LUMIX Phone 102P,3/1/2012,2012.166667,2632,0.499984741,0.249999232,0.499771896,0.18705036,0.178861789,0.46031746,0.156889495,0.303278689,0.010904426,0.003704259,0.009267241,0.535840485,2,6.026542349
Samsung GT-i9250M Galaxy Nexus (Samsung Yakju),3/1/2012,2012.166667,2633,0.499984741,0.249999232,0.599817517,0.208633094,0.25203252,0.619047619,0.167639836,0.354508197,0.018216806,0.008179346,0.016163793,0.68525997,5,5.590702786
Samsung GT-P5100 Galaxy Tab 2 10.1 16GB,3/1/2012,2012.166667,2634,0.499984741,0.249999232,0.499771896,0.604316547,0.479674797,0.380952381,0.682673943,0.517622951,0.023091725,0.084020298,0.113793103,0.264512872,4,7.390896488
Samsung GT-P5100 Galaxy Tab 2 10.1 32GB,3/1/2012,2012.166667,2635,0.499984741,0.499999488,0.499771896,0.604316547,0.479674797,0.380952381,0.682673943,0.517622951,0.023091725,0.084020298,0.113793103,0.264512872,4,7.390896488
Samsung GT-P7320 Galaxy Tab 8.9 LTE 16GB,3/1/2012,2012.166667,2636,0.499984741,0.250005786,0.599817517,0.517985612,0.479674797,0.380952381,0.612278308,0.445901639,0.01603592,0.057640837,0.085775862,0.316002019,4,6.70270238
Samsung GT-S5570i Galaxy Mini Plus / Galaxy Pop Plus,3/1/2012,2012.166667,2637,0.187475204,0.008388246,0.415733575,0.100719424,0.056910569,0.142857143,0.147612551,0.251639344,0.038486209,0.007900991,0.01012931,0.209490156,6,4.98730373
Samsung GT-S6500 Galaxy Mini 2 (Samsung Jena),3/1/2012,2012.166667,2638,0.187475204,0.060624562,0.399726275,0.115107914,0.089430894,0.222222222,0.142155525,0.247540984,0.035279025,0.006487806,0.009762931,0.333165068,6,5.087978668
Samsung SCH-R760 Galaxy S II CDMA,3/1/2012,2012.166667,2639,0.499984741,0.250005786,0.599817517,0.201438849,0.154471545,0.380952381,0.172169168,0.331147541,0.022771007,0.009228529,0.016163793,0.408884402,2,6.173638283
Samsung SHV-E150S Galaxy Tab 7.7 LTE M16,3/1/2012,2012.166667,2640,0.499984741,0.250005786,0.749885948,0.431654676,0.479674797,0.380952381,0.518963165,0.344672131,0.011481719,0.034794339,0.061422414,0.384654215,4,6.904526462
Sony Tablet P (Sony S2),3/1/2012,2012.166667,2641,0.499984741,0.062079576,0.499771896,0.273381295,0.375609756,0.222222222,0.473396999,0.37295082,0.062219371,0.075819541,0.067241379,0.409641595,2,2.817339511
Sony Xperia acro HD SO-03D (Sony Hikari),3/1/2012,2012.166667,2642,0.499984741,0.249999232,0.755888685,0.18705036,0.25203252,0.619047619,0.162346521,0.31557377,0.037203335,0.011755134,0.019181034,0.751640586,5,5.390341867
Sony Xperia S LT26 / LT26i / Arc HD (Sony Nozomi),3/1/2012,2012.166667,2643,0.499984741,0.060624562,0.755888685,0.18705036,0.25203252,0.619047619,0.156889495,0.323770492,0.028864657,0.009142882,0.018103448,0.751640586,5,5.436621073
T-Mobile Samsung SGH-T769 Galaxy S Blaze 4G,3/1/2012,2012.166667,2644,0.499984741,0.060624562,0.749885948,0.165467626,0.154471545,0.380952381,0.154160982,0.29795082,0.032713278,0.008950175,0.015086207,0.481070167,2,5.535836803
Toshiba Excite 10 LE AT205 32GB,3/1/2012,2012.166667,2645,0.499984741,0.499999488,0.599817517,0.604316547,0.479674797,0.380952381,0.683492497,0.520491803,0.010262989,0.065135002,0.10237069,0.265270066,4,7.299505766
Xiaomi Mi-One C1 / MI-1 C1,3/1/2012,2012.166667,2646,0.499984741,0.062079576,0.749885948,0.165467626,0.306504065,0.222222222,0.154160982,0.31147541,0.037203335,0.010620303,0.018318966,0.509843513,2,5.45697161
ZTE Fury N850,3/1/2012,2012.166667,2647,0.249977111,0.062079576,0.499771896,0.129496403,0.089430894,0.222222222,0.152796726,0.283196721,0.037844772,0.009528296,0.017241379,0.30338213,6,4.989910965
ZTE Score X500 M,3/1/2012,2012.166667,2648,0.249977111,0.062079576,0.299680654,0.129496403,0.089430894,0.222222222,0.151159618,0.258196721,0.050673509,0.011348307,0.01637931,0.30338213,6,5.532336113
Acer Iconia Tab A510,4/1/2012,2012.25,2649,0.499984741,0.499999488,0.649840327,0.604316547,0.479674797,0.380952381,0.688949523,0.517622951,0.031109686,0.097017322,0.132543103,0.264512872,4,7.323573468
Alcatel One Touch OT-985,4/1/2012,2012.25,2650,0.124973296,0.008388246,0.32469206,0.129496403,0.089430894,0.222222222,0.150995907,0.274590164,0.038806928,0.009228529,0.01637931,0.30338213,6,5.207687484
Alcatel One Touch OT-985N,4/1/2012,2012.25,2651,0.124973296,0.008388246,0.32469206,0.129496403,0.089430894,0.222222222,0.150995907,0.274590164,0.038806928,0.009228529,0.01637931,0.30338213,6,5.207687484
Asus Transformer Pad 300 3G / Eee Pad Transformer Prime TF300TG,4/1/2012,2012.25,2652,0.499984741,0.249999232,0.599817517,0.604316547,0.479674797,0.380952381,0.699863574,0.540163934,0.024374599,0.091343169,0.13362069,0.264512872,4,6.908519646
Asus Transformer Pad 300 WiFi / Eee Pad Transformer Prime TF300T,4/1/2012,2012.25,2653,0.499984741,0.249999232,0.599817517,0.604316547,0.479674797,0.380952381,0.699863574,0.540163934,0.024374599,0.091343169,0.123922414,0.264512872,4,6.908519646
DataWind Aakash 2 UbiSlate 7+,4/1/2012,2012.25,2654,0.124973296,0.031878203,0.349703465,0.381294964,0.284552846,0.222222222,0.502046385,0.284836066,0.061577935,0.097188617,0.058189655,0.249116608,3,7.125350502
Emobile GS03 (Huawei U9200),4/1/2012,2012.25,2655,0.499984741,0.062079576,0.749885948,0.18705036,0.178861789,0.46031746,0.159072306,0.320901639,0.003720334,0.002355309,0.015086207,0.535840485,2,5.61742729
HTC Desire VC T328d,4/1/2012,2012.25,2656,0.249977111,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.152251023,0.288934426,0.021937139,0.005738389,0.012715517,0.474255427,2,5.947508266
HTC Desire VT T328t,4/1/2012,2012.25,2657,0.249977111,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.152087312,0.288934426,0.022386145,0.005824037,0.0125,0.474255427,2,5.953910329
HTC One S Z250E / Z320E / Z520E (HTC Ville),4/1/2012,2012.25,2658,0.499984741,0.249999232,0.749885948,0.18705036,0.178861789,0.46031746,0.159618008,0.335655738,0.011866581,0.005031797,0.012823276,0.535840485,5,5.352146709
HTC One V T320e (HTC Primo),4/1/2012,2012.25,2659,0.249977111,0.062079576,0.499771896,0.143884892,0.154471545,0.380952381,0.145156889,0.292213115,0.020141116,0.004774854,0.011853448,0.524230187,2,5.04821422
HTC One X LTE / One X X325A (HTC Evita),4/1/2012,2012.25,2660,0.499984741,0.250005786,0.749885948,0.215827338,0.25203252,0.619047619,0.172987722,0.351639344,0.020525978,0.009314177,0.015086207,0.679202423,5,5.559931557
HTC One X S720e (HTC Endeavor),4/1/2012,2012.25,2661,0.499984741,0.499999488,0.749885948,0.215827338,0.25203252,0.619047619,0.172987722,0.349836066,0.017960231,0.008457701,0.016163793,0.679202423,5,5.588590987
Huawei Ascend P1 (Huawei U9200),4/1/2012,2012.25,2662,0.499984741,0.062079576,0.749885948,0.18705036,0.178861789,0.46031746,0.159072306,0.320901639,0.010198845,0.004132497,0.010775862,0.535840485,2,5.61742729
Huawei Ascend P1 S (Huawei U9200S),4/1/2012,2012.25,2663,0.499984741,0.062079576,0.749885948,0.18705036,0.178861789,0.46031746,0.159072306,0.320901639,0.003720334,0.002355309,0.013577586,0.535840485,2,5.61742729
Lava Xolo X900 (Intel Black Ray),4/1/2012,2012.25,2664,0.499984741,0.249999232,0.799908758,0.165467626,0.203252033,0.492063492,0.154160982,0.303278689,0.03136626,0.008800291,0.014439655,0.630994447,5,5.372650697
Lenovo IdeaTab S2109 16GB,4/1/2012,2012.25,2665,0.499984741,0.249999232,0.499771896,0.575539568,0.375609756,0.365079365,0.656207367,0.558606557,0.017960231,0.077768023,0.112068966,0.220848057,4,7.669902692
Lenovo IdeaTab S2109 32GB,4/1/2012,2012.25,2666,0.499984741,0.499999488,0.499771896,0.575539568,0.375609756,0.365079365,0.656207367,0.558606557,0.017960231,0.077768023,0.112068966,0.220848057,4,7.669902692
Lenovo IdeaTab S2109 8GB,4/1/2012,2012.25,2667,0.499984741,0.125838031,0.499771896,0.575539568,0.375609756,0.365079365,0.656207367,0.558606557,0.017960231,0.077768023,0.112068966,0.220848057,4,7.669902692
LG E610 Optimus L5,4/1/2012,2012.25,2668,0.249977111,0.062492486,0.399726275,0.165467626,0.089430894,0.222222222,0.163710778,0.284016393,0.024246312,0.007194399,0.012931034,0.250630994,6,6.804321491
LG P720 Optimus 3D Max / P725 (LG CX2),4/1/2012,2012.25,2669,0.499984741,0.125838031,0.599817517,0.18705036,0.154471545,0.380952381,0.166166439,0.318852459,0.022450289,0.00811511,0.018965517,0.436648157,2,5.825360897
LG P720H Optimus 3D Max (LG CX2),4/1/2012,2012.25,2670,0.499984741,0.125838031,0.599817517,0.18705036,0.154471545,0.380952381,0.166166439,0.318852459,0.022450289,0.00811511,0.018965517,0.436648157,2,5.825360897
Motorola MOTOLUXE XT390,4/1/2012,2012.25,2671,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.155525239,0.274590164,0.031430404,0.007900991,0.010775862,0.30338213,6,5.056024991
NEC Medias 101S,4/1/2012,2012.25,2672,0.249977111,0.031878203,0.499771896,0.165467626,0.154471545,0.407738095,0.159618008,0.323770492,0.013470173,0.005160268,0.012284483,0.509843513,2,4.688531435
NEC Medias Tab N-06D LTE,4/1/2012,2012.25,2673,0.499984741,0.249999232,0.599817517,0.381294964,0.479674797,0.380952381,0.311323329,0.617622951,0.024374599,0.041603323,0.0625,0.431600202,4,5.101750578
Nokia Lumia 610,4/1/2012,2012.25,2674,0.124973296,0.125838031,0.399726275,0.143884892,0.154471545,0.380952381,0.151432469,0.286885246,0.037844772,0.009506884,0.015409483,0.524230187,1,4.928876251
Nokia Lumia 900 (Nokia Ace),4/1/2012,2012.25,2675,0.249977111,0.249999232,0.699863138,0.18705036,0.154471545,0.380952381,0.169167804,0.32295082,0.034637588,0.012119136,0.021551724,0.436648157,2,5.649393377
Nokia Lumia 900 4G LTE (Nokia Eloko),4/1/2012,2012.25,2676,0.249977111,0.249999232,0.699863138,0.18705036,0.154471545,0.380952381,0.169167804,0.32295082,0.034637588,0.012119136,0.021551724,0.436648157,2,5.649393377
Panasonic ELUGA dL1,4/1/2012,2012.25,2677,0.499984741,0.125838031,0.499771896,0.18705036,0.178861789,0.46031746,0.151432469,0.303278689,0.010904426,0.003297433,0.009267241,0.535840485,2,6.24371505
Samsung GT-i9070 Galaxy S Advance 16GB,4/1/2012,2012.25,2678,0.374980926,0.249999232,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.304098361,0.023027582,0.006659101,0.012931034,0.481322564,2,5.418239425
Samsung GT-P3100 Galaxy Tab 2 7.0 32GB,4/1/2012,2012.25,2679,0.499984741,0.499999488,0.499771896,0.381294964,0.375609756,0.281746032,0.510777626,0.300819672,0.02822322,0.043851573,0.061206897,0.315497224,4,6.919353028
Samsung GT-P3110 Galaxy Tab 2 7.0 WiFi 16GB,4/1/2012,2012.25,2680,0.499984741,0.499999488,0.499771896,0.381294964,0.375609756,0.281746032,0.510777626,0.300819672,0.02822322,0.043851573,0.061206897,0.315497224,4,6.919353028
Samsung GT-S5690M Galaxy Rugby,4/1/2012,2012.25,2681,0.249977111,0.008388246,0.399726275,0.136690647,0.089430894,0.222222222,0.16207367,0.297131148,0.037524054,0.011048541,0.016271552,0.286976275,6,5.010977152
Samsung GT-S6500D Galaxy Mini 2 (Samsung Jena),4/1/2012,2012.25,2682,0.187475204,0.060624562,0.399726275,0.115107914,0.089430894,0.222222222,0.142155525,0.247540984,0.037203335,0.006894632,0.010086207,0.333165068,6,5.087978668
Samsung GT-S7508 Galaxy Ace Plus,4/1/2012,2012.25,2683,0.187475204,0.062079576,0.399726275,0.136690647,0.089430894,0.222222222,0.152796726,0.269262295,0.032713278,0.007751108,0.011918103,0.286976275,6,5.865343861
Samsung SGH-i847 Rugby Smart,4/1/2012,2012.25,2684,0.249977111,0.060624562,0.699863138,0.136690647,0.154471545,0.380952381,0.16207367,0.300819672,0.039127646,0.011626662,0.014008621,0.533064109,2,4.247580297
Sony Xperia acro HD IS12S (Sony Hayate),4/1/2012,2012.25,2685,0.499984741,0.249999232,0.755888685,0.18705036,0.25203252,0.619047619,0.162346521,0.31557377,0.037203335,0.011755134,0.019396552,0.751640586,5,5.390341867
T-Mobile HTC One S (HTC Ville),4/1/2012,2012.25,2686,0.499984741,0.249999232,0.749885948,0.18705036,0.178861789,0.46031746,0.159618008,0.335655738,0.011866581,0.005031797,0.012823276,0.535840485,5,5.352146709
Yarvik GoTab Velocity TAB264,4/1/2012,2012.25,2687,0.249977111,0.062079576,0.599817517,0.381294964,0.284552846,0.222222222,0.503410641,0.299180328,0.04425914,0.055413999,0.065732759,0.22387683,2,8.376772028
Yarvik GoTab Xerios TAB461EUK,4/1/2012,2012.25,2688,0.249977111,0.125838031,0.599817517,0.597122302,0.375609756,0.281746032,0.699863574,0.471311475,0.050673509,0.119842408,0.134051724,0.18753155,4,9.12272497
Yarvik GoTab Zetta TAB468EUK,4/1/2012,2012.25,2689,0.499984741,0.249999232,0.599817517,0.575539568,0.375609756,0.365079365,0.648021828,0.581967213,0.025016036,0.090336809,0.128232759,0.22160525,4,7.40416192
ZTE Orbit,4/1/2012,2012.25,2690,0.124973296,0.060624562,0.499771896,0.165467626,0.154471545,0.380952381,0.155525239,0.290983607,0.029506094,0.008008051,0.016594828,0.474255427,2,5.78129544
Alcatel One Touch OT-916,5/1/2012,2012.333333,2691,0.124973296,0.008388246,0.32469206,0.064748201,0.089430894,0.103174603,0.159072306,0.278688525,0.035279025,0.009378413,0.014396552,0.276375568,6,2.724880233
Alcatel One Touch OT-916D,5/1/2012,2012.333333,2692,0.124973296,0.008388246,0.32469206,0.064748201,0.089430894,0.103174603,0.159072306,0.278688525,0.035279025,0.009378413,0.014396552,0.276375568,6,2.724880233
Alcatel One Touch OT-985D,5/1/2012,2012.333333,2693,0.124973296,0.008388246,0.32469206,0.129496403,0.089430894,0.222222222,0.150995907,0.274590164,0.038806928,0.009228529,0.01637931,0.30338213,6,5.207687484
